#DataThief /Users/islabarnard/Desktop/vanGemert.png Tuesday 31-Oct-2017 10:03:58 PM
206.7315	530.8578
211.0814	452.2227
213.5461	382.1602
216.6472	333.4752
219.1185	288.6691
222.2152	247.8881
225.3141	214.5817
228.4131	185.7503
230.8778	156.9721
233.9788	136.9748
237.7033	117.624
241.4342	103.4655
245.7928	91.0112
251.4526	94.733
257.1189	101.007
261.5147	101.8199
265.906	101.007
271.533	93.2264
275.9047	86.045
279.019	78.7828
282.7565	70.9864
284.6023	61.9431
287.7077	54.9255
289.5579	48.7029
292.6678	43.8831
293.899	40.1794
296.3769	35.6274
298.8525	31.3389
301.3325	28.0121
305.0547	23.8627
305.07	25.24
305.678	23.4832
305.6802	23.6722
306.2991	22.9252
306.3013	23.1097
306.3035	23.2957
306.9224	22.5606
306.9245	22.7422
307.5457	22.2018
307.5478	22.3805
308.1689	21.8487
308.1711	22.0245
308.79	21.3296
308.7922	21.5011
308.7944	21.6743
309.4133	20.9903
309.4155	21.1593
310.0366	20.6564
310.0388	20.8227
310.6577	20.1657
310.6599	20.328
310.6621	20.4916
311.281	19.845
311.2832	20.0047
311.9064	19.6865
312.5274	19.2187
312.5297	19.3734
312.5319	19.5293
313.1508	18.9131
313.153	19.0653
313.7741	18.6122
313.7763	18.7621
314.3996	18.4637
315.0228	18.17
315.025	18.3163
315.6461	17.8811
315.6482	18.025
316.2694	17.5967
316.2716	17.7383
316.8927	17.3168
316.8949	17.4562
317.516	17.0414
317.5181	17.1786
318.1414	16.9054
318.7647	16.6364
318.7669	16.7704
319.3902	16.5037
320.0134	16.2412
320.0156	16.3719
320.6389	16.1115
321.2622	15.8553
321.2644	15.9828
321.8877	15.7287
322.5109	15.4785
322.5131	15.6031
323.1364	15.355
323.7619	15.2324
324.3852	14.9901
324.3873	15.1108
325.0106	14.8704
325.636	14.7517
326.2615	14.6339
326.8848	14.4012
326.887	14.5171
327.5103	14.2862
328.1358	14.1722
328.7612	14.059
329.3867	13.9468
330.0122	13.8354
330.6376	13.725
331.2609	13.5067
331.2631	13.6154
331.8864	13.3988
332.5118	13.2919
332.514	13.3988
333.1373	13.1857
333.765	13.1857
334.3904	13.0805
335.0137	12.8723
335.0159	12.976
335.6392	12.7697
336.2646	12.6677
336.8901	12.5666
337.5156	12.4662
337.5177	12.5666
338.141	12.3667
338.1432	12.4662
338.7665	12.268
338.7687	12.3667
339.392	12.17
339.3941	12.268
340.0196	12.17
340.6473	12.17
341.2727	12.0729
341.8982	11.9765
342.5215	11.786
342.5237	11.8809
343.1491	11.786
343.7746	11.6919
344.4022	11.6919
345.0277	11.5986
345.6532	11.506
346.2764	11.323
346.2786	11.4141
346.9019	11.2326
347.5295	11.2326
348.155	11.1429
348.7805	11.0539
349.406	10.9657
350.0314	10.878
350.0336	10.9657
350.6569	10.7913
351.2845	10.7913
351.91	10.705
352.5354	10.6196
353.1609	10.5349
353.7886	10.5349
354.4141	10.4506
355.0395	10.3673
355.6672	10.3673
356.2926	10.2845
356.9181	10.2024
357.5436	10.121
358.1712	10.121
358.7967	10.0402
359.4221	9.96
360.0498	9.96
360.6753	9.8805
361.3007	9.8016
361.9284	9.8016
